allocation,,num_perm,,robot,,permutation
Allocation26,,2,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,3,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_10']"
Allocation26,,3,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,4,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation26,,4,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,5,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation26,,5,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation26,,6,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_1']"
Allocation26,,6,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,7,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation26,,7,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation26,,8,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation26,,8,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,9,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation26,,9,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,10,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation26,,10,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,11,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_1']"
Allocation26,,11,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,12,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation26,,12,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,13,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7']"
Allocation26,,13,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,14,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_11']"
Allocation26,,14,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,15,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation26,,15,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,16,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation26,,16,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation26,,17,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at3_sanit_8']"
Allocation26,,17,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,18,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_1']"
Allocation26,,18,,r2,,"['r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation26,,19,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation26,,19,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation27,,0,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_1']"
Allocation27,,0,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation27,,1,,r1,,"['r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11']"
Allocation27,,1,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2', 'r2_at4_notify_6']"
Allocation27,,2,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation27,,2,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation27,,3,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation27,,3,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,4,,r1,,"['r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_8']"
Allocation27,,4,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,5,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_1']"
Allocation27,,5,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation27,,6,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_1']"
Allocation27,,6,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation27,,7,,r1,,"['r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_1']"
Allocation27,,7,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,8,,r1,,"['r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation27,,8,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation27,,9,,r1,,"['r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation27,,9,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation27,,10,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_1']"
Allocation27,,10,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation27,,11,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_1']"
Allocation27,,11,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,12,,r1,,"['r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation27,,12,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation27,,13,,r1,,"['r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation27,,13,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,14,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation27,,14,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,15,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation27,,15,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,16,,r1,,"['r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_5']"
Allocation27,,16,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4']"
Allocation27,,17,,r1,,"['r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at2_floor_10']"
Allocation27,,17,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation27,,18,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_1']"
Allocation27,,18,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_4', 'r2_at4_notify_6']"
Allocation27,,19,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10']"
Allocation27,,19,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,0,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at2_floor_1', 'r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_7']"
Allocation28,,0,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,1,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation28,,1,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,2,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_1']"
Allocation28,,2,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,3,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation28,,3,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,4,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation28,,4,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,5,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_8']"
Allocation28,,5,,r2,,"['r2_at2_floor_4', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation28,,6,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at2_floor_1']"
Allocation28,,6,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,7,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_1']"
Allocation28,,7,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,8,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation28,,8,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at2_floor_4']"
Allocation28,,9,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_5']"
Allocation28,,9,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,10,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_10']"
Allocation28,,10,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,11,,r1,,"['r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation28,,11,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,12,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation28,,12,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,13,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation28,,13,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation28,,14,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation28,,14,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,15,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation28,,15,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at2_floor_4']"
Allocation28,,16,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation28,,16,,r2,,"['r2_at2_floor_4', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation28,,17,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation28,,17,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,18,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation28,,18,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation28,,19,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at2_floor_1', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation28,,19,,r2,,"['r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation29,,0,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation29,,0,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation29,,1,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation29,,1,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at2_floor_4']"
Allocation29,,2,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation29,,2,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at2_floor_4']"
Allocation29,,3,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_1', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation29,,3,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation29,,4,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_11']"
Allocation29,,4,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation29,,5,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at2_floor_1', 'r1_at3_sanit_5']"
Allocation29,,5,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation29,,6,,r1,,"['r1_at4_notify_9', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_1']"
Allocation29,,6,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation29,,7,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_9', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_1']"
Allocation29,,7,,r2,,"['r2_at2_floor_4', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation29,,8,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_9', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_1']"
Allocation29,,8,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation29,,9,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation29,,9,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation29,,10,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_1']"
Allocation29,,10,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation29,,11,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at4_notify_9', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_11']"
Allocation29,,11,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at3_sanit_2']"
Allocation29,,12,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_1', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation29,,12,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_4']"
Allocation29,,13,,r1,,"['r1_at4_notify_9', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_1']"
Allocation29,,13,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_4', 'r2_at4_notify_0', 'r2_at3_sanit_2']"
Allocation29,,14,,r1,,"['r1_at4_notify_9', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at2_floor_1', 'r1_at3_sanit_8']"
Allocation29,,14,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_4', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
